city,province,region,date,record_count,avg_aqi,max_aqi,good_rate,avg_pm25,avg_pm10,avg_so2,avg_no2
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-25,48,110.77,132,0.0833,68.12,116.35,10.33,24.17
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-26,48,111.79,124,0.0208,69.69,117.79,10.42,24.4
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-27,48,110.69,128,0.1042,68.56,114.94,10.38,24.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-28,48,109.15,126,0.1458,67.81,115.1,10.29,23.62
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-29,48,105.52,117,0.1875,65.65,110.52,9.9,23.31
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-30,48,103.79,126,0.4167,63.77,109.15,9.85,22.69
乌鲁木齐,新疆维吾尔自治区,西北,2025-03-31,48,110.42,122,0.0208,68.65,116.48,10.31,24.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-01,48,109.46,127,0.1875,67.71,113.94,11.27,24.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-02,48,108.04,122,0.1667,67.08,114.1,11.17,23.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-03,48,109.35,124,0.125,68.04,114.6,11.29,24.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-04,48,107.4,128,0.25,66.04,113.19,11.1,23.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-05,48,103.69,113,0.2917,64.54,109.5,10.79,22.73
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-06,48,102.5,123,0.4375,63.4,106.58,10.69,22.54
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-07,48,106.38,120,0.2292,66.15,112.17,11.0,22.96
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-08,48,107.38,120,0.1667,66.96,112.08,11.08,23.6
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-09,48,105.33,127,0.375,64.9,110.81,10.9,22.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-10,48,107.17,117,0.125,66.67,113.08,11.04,23.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-11,48,106.23,126,0.2917,65.56,110.73,11.0,23.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-12,48,99.81,115,0.5,62.02,105.4,10.48,21.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-13,48,100.65,113,0.4792,62.71,105.04,10.58,22.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-14,48,103.92,123,0.3542,63.98,109.58,10.79,22.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-15,48,105.65,117,0.2292,65.73,111.69,10.92,23.15
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-16,48,104.69,126,0.375,64.46,109.27,10.85,23.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-17,48,103.65,116,0.3333,64.33,109.42,10.81,22.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-18,48,104.19,120,0.2917,64.92,108.48,10.85,22.92
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-19,48,96.52,115,0.6667,59.5,101.6,10.23,21.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-20,48,98.31,111,0.6458,61.31,103.67,10.4,21.73
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-21,48,102.62,123,0.4792,63.21,107.19,10.73,22.6
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-22,48,102.15,117,0.3542,63.46,107.88,10.65,22.25
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-23,48,102.69,115,0.375,63.94,106.88,10.71,22.75
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-24,48,100.31,122,0.5625,61.85,105.58,10.58,21.69
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-25,48,102.19,114,0.4375,63.62,107.9,10.69,22.42
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-26,48,95.88,115,0.6875,58.88,100.31,10.17,21.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-27,48,95.54,105,0.7292,59.25,101.27,10.12,20.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-28,48,101.29,119,0.4167,62.98,105.31,10.62,22.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-29,48,98.71,118,0.6458,61.08,103.75,10.42,21.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-04-30,48,100.29,112,0.5,62.65,105.54,10.5,22.04
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-01,48,98.98,118,0.6458,60.85,103.52,11.42,21.75
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-02,48,99.1,111,0.6042,61.54,104.75,11.42,21.62
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-03,48,94.31,108,0.7917,58.73,97.94,11.0,21.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-04,48,91.81,114,0.8542,56.81,96.48,10.83,20.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-05,48,98.73,110,0.5417,61.69,103.9,11.38,21.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-06,48,97.48,117,0.6667,60.0,102.15,11.27,21.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-07,48,97.83,110,0.6042,60.65,103.85,11.33,21.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-08,48,98.31,116,0.5833,61.0,102.46,11.35,21.85
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-09,48,95.92,113,0.6875,59.25,100.96,11.25,20.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-10,48,91.94,103,0.8958,57.46,96.5,10.85,20.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-11,48,90.38,113,0.8542,55.67,94.58,10.71,19.88
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-12,48,96.12,109,0.7292,59.71,101.92,11.21,21.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-13,48,96.65,112,0.6458,59.88,100.46,11.23,21.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-14,48,94.44,114,0.6875,58.48,99.25,11.04,20.62
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-15,48,95.71,107,0.7708,59.98,100.17,11.21,21.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-16,48,93.83,117,0.7708,57.79,98.21,10.96,20.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-17,48,89.5,102,0.9583,55.52,95.19,10.71,19.67
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-18,48,90.08,105,0.9375,55.71,93.92,10.67,20.1
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-19,48,93.38,111,0.75,57.71,98.52,10.92,20.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-20,48,94.71,107,0.7917,59.23,99.19,11.1,20.85
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-21,48,92.56,115,0.8125,56.98,96.92,10.94,20.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-22,48,93.35,104,0.8958,58.06,99.08,11.0,20.4
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-23,48,93.71,113,0.7917,57.94,97.58,11.02,20.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-24,48,86.62,102,0.9583,53.56,91.38,10.4,18.96
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-25,48,87.92,100,1.0,55.12,91.79,10.44,19.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-26,48,90.9,113,0.8125,56.15,94.9,10.75,19.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-27,48,91.79,102,0.875,57.25,97.23,10.81,20.12
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-28,48,92.29,109,0.8542,56.96,96.38,10.9,20.6
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-29,48,90.9,110,0.875,56.12,96.1,10.85,19.88
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-30,48,92.42,104,0.875,57.69,96.65,10.98,20.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-05-31,48,84.62,104,0.9167,52.15,88.48,10.31,18.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-01,48,85.48,98,1.0,53.33,90.62,8.33,18.73
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-02,48,91.04,112,0.875,56.12,95.21,8.85,20.29
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-03,48,89.79,104,0.8958,55.42,95.1,8.75,19.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-04,48,91.27,103,0.9583,56.92,95.27,8.81,20.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-05,48,88.73,109,0.8542,54.77,92.52,8.56,19.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-06,48,89.44,102,0.9583,55.98,94.46,8.69,19.62
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-07,48,84.12,102,0.9792,51.9,87.65,8.25,18.77
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-08,48,83.33,102,0.9792,51.48,88.42,8.17,18.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-09,48,90.35,99,1.0,56.27,94.4,8.75,20.27
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-10,48,87.85,110,0.8958,54.21,91.83,8.54,19.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-11,48,88.77,102,0.9375,55.44,93.71,8.62,19.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-12,48,88.52,108,0.9167,54.58,92.31,8.6,19.65
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-13,48,87.85,100,1.0,54.19,93.31,8.58,19.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-14,48,84.27,98,1.0,52.42,88.17,8.27,18.88
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-15,48,81.75,103,0.9792,50.29,85.44,8.02,17.98
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-16,48,87.85,100,1.0,55.08,92.48,8.54,19.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-17,48,87.17,106,0.9375,53.94,90.71,8.44,19.27
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-18,48,86.67,102,0.9792,53.65,91.96,8.46,18.96
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-19,48,88.5,100,1.0,55.1,92.48,8.56,19.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-20,48,86.38,109,0.9375,53.21,90.44,8.46,19.02
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-21,48,82.06,94,1.0,51.42,86.35,8.04,18.17
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-22,48,81.21,100,1.0,50.21,84.48,8.0,18.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-23,48,86.02,100,1.0,53.21,91.62,8.38,18.79
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-24,48,87.96,101,0.9792,54.58,92.21,8.48,19.69
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-25,48,85.92,105,0.9375,52.79,90.27,8.4,18.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-26,48,87.1,97,1.0,54.5,91.62,8.5,19.1
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-27,48,85.77,107,0.9583,53.12,89.15,8.42,18.92
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-28,48,79.92,94,1.0,49.58,84.81,7.85,17.42
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-29,48,81.69,94,1.0,50.73,85.38,8.0,18.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-06-30,48,85.08,105,0.9375,52.35,89.48,8.27,18.81
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-01,48,86.58,97,1.0,54.23,90.98,9.38,19.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-02,48,85.33,107,0.9583,52.81,88.6,9.31,18.92
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-03,48,84.85,100,1.0,52.75,90.02,9.29,18.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-04,48,86.6,98,1.0,53.75,90.77,9.44,19.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-05,48,79.67,99,1.0,48.75,84.15,8.85,17.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-06,48,81.33,93,1.0,50.77,85.62,8.98,18.12
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-07,48,85.17,107,0.9583,52.58,88.38,9.33,18.92
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-08,48,84.71,97,1.0,52.71,89.65,9.29,18.4
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-09,48,86.0,103,0.9792,53.5,89.85,9.42,19.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-10,48,84.38,102,0.9583,51.79,89.08,9.25,18.54
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-11,48,86.29,98,1.0,53.94,90.71,9.4,19.17
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-12,48,79.38,100,1.0,49.1,82.21,8.92,17.6
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-13,48,79.19,93,1.0,49.46,83.71,8.75,17.4
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-14,48,85.65,99,1.0,53.27,89.29,9.38,19.1
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-15,48,84.23,106,0.9583,51.79,89.12,9.23,18.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-16,48,86.6,98,1.0,53.9,91.25,9.44,19.31
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-17,48,85.06,104,0.9167,52.42,88.6,9.29,18.92
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-18,48,84.88,96,1.0,52.9,89.81,9.29,18.54
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-19,48,80.25,99,1.0,49.85,83.62,8.9,17.85
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-20,48,78.79,97,1.0,48.48,83.33,8.75,17.29
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-21,48,86.42,96,1.0,53.88,90.98,9.42,19.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-22,48,84.94,105,0.9375,52.31,88.35,9.29,18.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-23,48,84.94,98,1.0,53.04,89.62,9.27,18.54
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-24,48,85.48,100,1.0,53.21,88.71,9.38,19.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-25,48,83.98,106,0.9583,51.85,88.75,9.21,18.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-26,48,81.27,91,1.0,50.58,85.56,8.98,18.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-27,48,80.0,101,0.9792,49.17,83.52,8.9,17.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-28,48,85.6,99,1.0,53.35,90.48,9.33,18.75
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-29,48,86.02,103,0.9792,53.46,89.38,9.38,19.12
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-30,48,84.5,100,1.0,52.17,89.42,9.33,18.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-07-31,48,86.85,98,1.0,54.06,91.54,9.52,19.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-01,48,85.62,108,0.9167,52.5,89.62,10.33,18.98
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-02,48,80.81,93,1.0,50.4,85.38,9.92,17.77
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-03,48,81.0,98,1.0,50.29,83.88,9.96,18.1
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-04,48,84.58,103,0.9792,52.42,89.25,10.29,18.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-05,48,87.02,99,1.0,54.27,91.46,10.42,19.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-06,48,85.88,108,0.8958,52.69,89.92,10.4,19.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-07,48,86.88,99,1.0,54.1,91.98,10.44,19.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-08,48,87.04,102,0.9375,54.0,90.4,10.48,19.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-09,48,80.21,98,1.0,49.6,84.71,9.92,17.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-10,48,82.44,95,1.0,51.42,86.77,10.12,18.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-11,48,86.5,107,0.875,53.02,90.88,10.38,19.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-12,48,87.77,98,1.0,54.58,93.0,10.48,19.31
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-13,48,87.79,108,0.9375,54.42,91.06,10.52,19.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-14,48,86.17,101,0.9792,53.52,90.77,10.38,18.75
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-15,48,88.1,100,1.0,55.08,92.25,10.5,19.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-16,48,81.5,102,0.9583,50.08,85.58,10.02,18.02
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-17,48,83.08,94,1.0,51.67,88.04,10.12,18.48
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-18,48,88.62,106,0.8958,54.81,92.0,10.56,19.79
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-19,48,87.33,107,0.9167,54.17,92.08,10.46,19.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-20,48,89.19,101,0.9792,55.65,93.4,10.67,19.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-21,48,87.69,107,0.875,53.96,92.21,10.48,19.27
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-22,48,89.54,102,0.9583,55.73,95.02,10.65,19.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-23,48,84.38,105,0.9583,52.02,87.85,10.27,18.85
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-24,48,83.21,97,1.0,51.52,87.81,10.15,18.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-25,48,90.02,103,0.9792,56.23,94.04,10.71,20.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-26,48,88.42,109,0.875,54.44,92.77,10.56,19.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-27,48,90.31,103,0.9583,56.23,95.6,10.69,19.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-28,48,90.42,108,0.8333,55.81,94.1,10.73,20.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-29,48,89.62,107,0.9167,55.6,94.54,10.62,19.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-30,48,85.9,97,1.0,53.75,89.48,10.38,19.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-08-31,48,84.12,107,0.9583,51.88,88.31,10.23,18.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-01,48,91.52,104,0.9167,57.06,97.1,8.79,20.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-02,48,91.71,110,0.8333,56.52,95.77,8.81,20.42
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-03,48,91.23,103,0.9167,56.5,96.58,8.79,19.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-04,48,92.71,107,0.8125,57.85,96.56,8.9,20.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-05,48,90.62,112,0.8333,55.88,95.04,8.75,19.75
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-06,48,87.31,99,1.0,54.5,92.33,8.48,19.19
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-07,48,87.21,106,0.9167,53.73,90.94,8.48,19.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-08,48,92.38,105,0.8542,57.27,97.71,8.94,20.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-09,48,93.73,106,0.875,58.46,97.56,8.98,20.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-10,48,91.73,114,0.7917,56.65,96.02,8.81,19.98
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-11,48,93.81,105,0.8542,58.62,99.15,8.96,20.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-12,48,93.83,113,0.7708,57.73,98.15,8.98,20.85
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-13,48,88.69,103,0.9375,54.81,94.17,8.58,19.52
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-14,48,90.31,104,0.9167,56.15,94.12,8.73,20.12
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-15,48,93.54,112,0.7708,57.75,98.12,8.98,20.33
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-16,48,95.35,107,0.7708,59.54,100.56,9.12,20.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-17,48,94.96,117,0.75,58.44,99.25,9.04,20.88
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-18,48,95.25,108,0.75,58.96,101.06,9.1,20.73
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-19,48,96.96,111,0.6458,60.29,101.0,9.29,21.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-20,48,89.54,109,0.8542,55.33,93.77,8.69,19.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-21,48,91.29,103,0.9583,57.21,95.96,8.81,20.1
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-22,48,96.02,118,0.7292,59.21,100.29,9.15,21.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-23,48,96.69,111,0.6875,59.92,102.62,9.21,21.12
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-24,48,98.54,110,0.5417,61.17,102.85,9.33,22.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-25,48,96.79,117,0.6667,59.75,101.71,9.27,21.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-26,48,98.58,111,0.6042,61.62,103.69,9.4,21.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-27,48,92.38,113,0.7708,56.88,96.58,8.85,20.31
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-28,48,93.1,104,0.875,57.75,98.98,8.98,20.38
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-29,48,100.0,117,0.5208,62.02,104.44,9.44,22.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-09-30,48,98.25,116,0.625,60.77,103.29,9.33,21.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-01,48,100.02,112,0.5,62.6,104.83,10.42,21.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-02,48,98.88,119,0.6458,61.06,103.08,10.42,21.69
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-03,48,99.62,112,0.5833,61.96,105.62,10.48,21.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-04,48,96.06,110,0.6667,59.46,100.31,10.21,21.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-05,48,94.81,116,0.7083,58.48,99.77,10.04,20.79
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-06,48,101.92,113,0.375,63.79,106.88,10.62,22.44
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-07,48,100.62,120,0.5417,62.15,105.04,10.52,21.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-08,48,101.46,113,0.4375,63.06,107.62,10.58,21.98
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-09,48,103.0,121,0.375,63.67,107.81,10.71,22.77
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-10,48,101.77,119,0.5208,62.69,107.33,10.65,22.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-11,48,98.48,108,0.5833,61.48,103.12,10.4,21.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-12,48,96.71,118,0.6875,59.69,100.69,10.23,21.15
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-13,48,102.85,117,0.3958,64.12,108.69,10.73,22.23
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-14,48,104.1,118,0.3542,64.48,108.75,10.81,23.04
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-15,48,103.25,123,0.3958,63.69,109.0,10.81,22.48
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-16,48,105.5,115,0.2083,65.85,110.6,10.94,23.27
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-17,48,103.83,126,0.3958,64.15,108.29,10.79,22.79
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-18,48,99.44,113,0.6042,62.02,105.25,10.52,21.62
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-19,48,100.5,117,0.4792,62.12,105.17,10.56,22.21
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-20,48,105.08,121,0.2708,64.75,111.23,10.94,22.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-21,48,107.46,119,0.1042,66.96,112.79,11.06,23.67
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-22,48,105.73,128,0.3125,65.19,110.29,10.98,23.06
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-23,48,106.33,119,0.1667,66.38,112.12,10.98,23.04
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-24,48,107.04,126,0.25,66.38,111.73,11.06,23.5
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-25,48,100.98,117,0.5417,62.29,106.79,10.58,21.98
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-26,48,103.56,115,0.2917,64.48,108.54,10.75,22.94
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-27,48,107.23,129,0.2292,66.17,111.85,11.08,23.56
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-28,48,108.06,120,0.0833,67.48,113.88,11.08,23.54
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-29,48,108.65,126,0.1875,67.4,113.33,11.19,23.9
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-30,48,108.1,126,0.1667,66.67,114.54,11.15,23.35
乌鲁木齐,新疆维吾尔自治区,西北,2025-10-31,48,110.65,122,0.0625,68.79,116.25,11.42,24.42
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-01,48,103.79,124,0.3542,63.85,108.6,11.79,22.71
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-02,48,104.77,116,0.2292,65.46,110.5,11.88,22.81
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-03,48,110.12,131,0.1458,68.25,114.67,12.29,24.08
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-04,48,109.4,124,0.125,67.67,115.71,12.25,23.6
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-05,48,111.9,123,0.0417,69.6,117.42,12.44,24.58
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-06,48,110.48,130,0.1042,68.06,115.69,12.31,24.15
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-07,48,111.62,124,0.0417,69.73,117.46,12.42,24.42
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-08,48,106.15,125,0.2292,65.81,110.35,11.96,23.4
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-09,48,105.54,125,0.2708,65.44,111.67,11.94,22.83
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-10,48,113.38,124,0.0417,70.48,119.0,12.56,25.0
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-11,48,112.27,132,0.0833,69.04,118.02,12.44,24.46
乌鲁木齐,新疆维吾尔自治区,西北,2025-11-12,48,113.62,126,0.0,70.75,119.79,12.58,24.81
