record_id,city,region,datetime,aqi,pm25,primary_pollutant,filter_rule
AQ2025-003-2-00024,石家庄,华北,2025-01-01 23:00:00,146,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00024,太原,华北,2025-01-01 23:00:00,126,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00024,太原,华北,2025-01-01 23:00:00,129,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00024,郑州,华中,2025-01-01 23:00:00,126,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00024,西安,西北,2025-01-01 23:00:00,124,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00024,西安,西北,2025-01-01 23:00:00,126,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-1-00024,兰州,西北,2025-01-01 23:00:00,118,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00024,兰州,西北,2025-01-01 23:00:00,120,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00024,乌鲁木齐,西北,2025-01-01 23:00:00,126,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00024,乌鲁木齐,西北,2025-01-01 23:00:00,129,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00025,北京,华北,2025-01-02 00:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00025,北京,华北,2025-01-02 00:00:00,123,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00025,石家庄,华北,2025-01-02 00:00:00,142,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00025,石家庄,华北,2025-01-02 00:00:00,144,88,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00025,太原,华北,2025-01-02 00:00:00,127,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00025,郑州,华中,2025-01-02 00:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00025,西安,西北,2025-01-02 00:00:00,125,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00025,西安,西北,2025-01-02 00:00:00,127,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-1-00025,兰州,西北,2025-01-02 00:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00025,兰州,西北,2025-01-02 00:00:00,119,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00025,乌鲁木齐,西北,2025-01-02 00:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00026,北京,华北,2025-01-02 01:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00026,北京,华北,2025-01-02 01:00:00,122,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00026,石家庄,华北,2025-01-02 01:00:00,142,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00026,石家庄,华北,2025-01-02 01:00:00,142,87,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00026,太原,华北,2025-01-02 01:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00026,郑州,华中,2025-01-02 01:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00026,西安,西北,2025-01-02 01:00:00,125,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00026,西安,西北,2025-01-02 01:00:00,125,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00026,兰州,西北,2025-01-02 01:00:00,116,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00027,北京,华北,2025-01-02 02:00:00,121,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00027,北京,华北,2025-01-02 02:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00027,石家庄,华北,2025-01-02 02:00:00,141,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00027,石家庄,华北,2025-01-02 02:00:00,141,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00027,郑州,华中,2025-01-02 02:00:00,121,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00027,西安,西北,2025-01-02 02:00:00,122,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00027,西安,西北,2025-01-02 02:00:00,122,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00028,北京,华北,2025-01-02 03:00:00,120,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00028,北京,华北,2025-01-02 03:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00028,石家庄,华北,2025-01-02 03:00:00,140,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00028,石家庄,华北,2025-01-02 03:00:00,140,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00028,郑州,华中,2025-01-02 03:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00029,北京,华北,2025-01-02 04:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00029,石家庄,华北,2025-01-02 04:00:00,138,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00029,石家庄,华北,2025-01-02 04:00:00,138,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00030,北京,华北,2025-01-02 05:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00030,石家庄,华北,2025-01-02 05:00:00,137,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00030,石家庄,华北,2025-01-02 05:00:00,138,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00030,乌鲁木齐,西北,2025-01-02 05:00:00,120,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00030,乌鲁木齐,西北,2025-01-02 05:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00031,北京,华北,2025-01-02 06:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00031,石家庄,华北,2025-01-02 06:00:00,135,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00031,石家庄,华北,2025-01-02 06:00:00,137,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00031,乌鲁木齐,西北,2025-01-02 06:00:00,124,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00031,乌鲁木齐,西北,2025-01-02 06:00:00,126,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00032,北京,华北,2025-01-02 07:00:00,126,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00032,北京,华北,2025-01-02 07:00:00,129,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00032,石家庄,华北,2025-01-02 07:00:00,143,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00032,石家庄,华北,2025-01-02 07:00:00,146,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00032,太原,华北,2025-01-02 07:00:00,128,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00032,郑州,华中,2025-01-02 07:00:00,119,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00032,乌鲁木齐,西北,2025-01-02 07:00:00,135,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00032,乌鲁木齐,西北,2025-01-02 07:00:00,138,90,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-048-2-00032,洛阳,华中,2025-01-02 07:00:00,121,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-058-2-00032,宝鸡,西北,2025-01-02 07:00:00,116,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-1-00033,北京,华北,2025-01-02 08:00:00,125,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00033,北京,华北,2025-01-02 08:00:00,130,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00033,石家庄,华北,2025-01-02 08:00:00,141,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00033,石家庄,华北,2025-01-02 08:00:00,146,88,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00033,太原,华北,2025-01-02 08:00:00,128,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00033,郑州,华中,2025-01-02 08:00:00,118,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00033,西安,西北,2025-01-02 08:00:00,125,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00033,兰州,西北,2025-01-02 08:00:00,122,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00033,乌鲁木齐,西北,2025-01-02 08:00:00,134,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00033,乌鲁木齐,西北,2025-01-02 08:00:00,139,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00034,北京,华北,2025-01-02 09:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00034,石家庄,华北,2025-01-02 09:00:00,130,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00034,石家庄,华北,2025-01-02 09:00:00,137,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00034,西安,西北,2025-01-02 09:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00034,兰州,西北,2025-01-02 09:00:00,118,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00034,乌鲁木齐,西北,2025-01-02 09:00:00,122,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00034,乌鲁木齐,西北,2025-01-02 09:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00035,北京,华北,2025-01-02 10:00:00,122,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00035,石家庄,华北,2025-01-02 10:00:00,129,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00035,石家庄,华北,2025-01-02 10:00:00,138,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00035,西安,西北,2025-01-02 10:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00035,西安,西北,2025-01-02 10:00:00,126,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00035,兰州,西北,2025-01-02 10:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00035,乌鲁木齐,西北,2025-01-02 10:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00036,北京,华北,2025-01-02 11:00:00,123,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00036,石家庄,华北,2025-01-02 11:00:00,127,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00036,石家庄,华北,2025-01-02 11:00:00,138,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00036,西安,西北,2025-01-02 11:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00036,西安,西北,2025-01-02 11:00:00,129,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00036,兰州,西北,2025-01-02 11:00:00,122,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00037,北京,华北,2025-01-02 12:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00037,石家庄,华北,2025-01-02 12:00:00,126,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00037,石家庄,华北,2025-01-02 12:00:00,138,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00037,西安,西北,2025-01-02 12:00:00,119,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00037,西安,西北,2025-01-02 12:00:00,130,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00037,兰州,西北,2025-01-02 12:00:00,120,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00038,北京,华北,2025-01-02 13:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00038,石家庄,华北,2025-01-02 13:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00038,石家庄,华北,2025-01-02 13:00:00,138,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00038,西安,西北,2025-01-02 13:00:00,116,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00038,西安,西北,2025-01-02 13:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00039,石家庄,华北,2025-01-02 14:00:00,124,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00039,石家庄,华北,2025-01-02 14:00:00,138,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00039,西安,西北,2025-01-02 14:00:00,125,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00039,乌鲁木齐,西北,2025-01-02 14:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00040,石家庄,华北,2025-01-02 15:00:00,138,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00040,乌鲁木齐,西北,2025-01-02 15:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00041,石家庄,华北,2025-01-02 16:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00041,石家庄,华北,2025-01-02 16:00:00,137,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00041,太原,华北,2025-01-02 16:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00041,乌鲁木齐,西北,2025-01-02 16:00:00,120,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00041,乌鲁木齐,西北,2025-01-02 16:00:00,133,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00042,石家庄,华北,2025-01-02 17:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00042,石家庄,华北,2025-01-02 17:00:00,136,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00042,郑州,华中,2025-01-02 17:00:00,128,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00042,乌鲁木齐,西北,2025-01-02 17:00:00,123,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00042,乌鲁木齐,西北,2025-01-02 17:00:00,135,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00043,北京,华北,2025-01-02 18:00:00,129,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00043,石家庄,华北,2025-01-02 18:00:00,132,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00043,石家庄,华北,2025-01-02 18:00:00,144,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00043,太原,华北,2025-01-02 18:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00043,太原,华北,2025-01-02 18:00:00,131,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-1-00043,郑州,华中,2025-01-02 18:00:00,125,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00043,郑州,华中,2025-01-02 18:00:00,137,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00043,乌鲁木齐,西北,2025-01-02 18:00:00,131,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00043,乌鲁木齐,西北,2025-01-02 18:00:00,143,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-001-2-00044,北京,华北,2025-01-02 19:00:00,128,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00044,石家庄,华北,2025-01-02 19:00:00,132,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00044,石家庄,华北,2025-01-02 19:00:00,143,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00044,太原,华北,2025-01-02 19:00:00,119,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00044,太原,华北,2025-01-02 19:00:00,131,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-1-00044,郑州,华中,2025-01-02 19:00:00,126,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00044,郑州,华中,2025-01-02 19:00:00,136,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00044,西安,西北,2025-01-02 19:00:00,127,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00044,兰州,西北,2025-01-02 19:00:00,125,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00044,乌鲁木齐,西北,2025-01-02 19:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00044,乌鲁木齐,西北,2025-01-02 19:00:00,139,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-048-2-00044,洛阳,华中,2025-01-02 19:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-058-2-00044,宝鸡,西北,2025-01-02 19:00:00,120,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00045,石家庄,华北,2025-01-02 20:00:00,124,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00045,石家庄,华北,2025-01-02 20:00:00,133,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00045,太原,华北,2025-01-02 20:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00045,郑州,华中,2025-01-02 20:00:00,127,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00045,西安,西北,2025-01-02 20:00:00,122,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00045,兰州,西北,2025-01-02 20:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00045,乌鲁木齐,西北,2025-01-02 20:00:00,125,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00046,石家庄,华北,2025-01-02 21:00:00,124,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00046,石家庄,华北,2025-01-02 21:00:00,132,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00046,太原,华北,2025-01-02 21:00:00,121,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00046,郑州,华中,2025-01-02 21:00:00,124,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00046,西安,西北,2025-01-02 21:00:00,118,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00046,西安,西北,2025-01-02 21:00:00,125,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-1-00046,兰州,西北,2025-01-02 21:00:00,113,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00046,兰州,西北,2025-01-02 21:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00047,石家庄,华北,2025-01-02 22:00:00,125,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00047,石家庄,华北,2025-01-02 22:00:00,131,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00047,太原,华北,2025-01-02 22:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00047,郑州,华中,2025-01-02 22:00:00,122,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00047,西安,西北,2025-01-02 22:00:00,121,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00047,西安,西北,2025-01-02 22:00:00,127,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00047,兰州,西北,2025-01-02 22:00:00,119,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00048,石家庄,华北,2025-01-02 23:00:00,126,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00048,石家庄,华北,2025-01-02 23:00:00,130,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00048,太原,华北,2025-01-02 23:00:00,116,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00048,太原,华北,2025-01-02 23:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00048,郑州,华中,2025-01-02 23:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00048,西安,西北,2025-01-02 23:00:00,122,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00048,西安,西北,2025-01-02 23:00:00,126,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00049,石家庄,华北,2025-01-03 00:00:00,127,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00049,石家庄,华北,2025-01-03 00:00:00,130,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00049,太原,华北,2025-01-03 00:00:00,118,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00049,太原,华北,2025-01-03 00:00:00,121,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00049,西安,西北,2025-01-03 00:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00049,西安,西北,2025-01-03 00:00:00,123,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00050,石家庄,华北,2025-01-03 01:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00050,石家庄,华北,2025-01-03 01:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00050,太原,华北,2025-01-03 01:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00050,太原,华北,2025-01-03 01:00:00,121,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00050,西安,西北,2025-01-03 01:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00050,西安,西北,2025-01-03 01:00:00,119,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00050,乌鲁木齐,西北,2025-01-03 01:00:00,120,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00050,乌鲁木齐,西北,2025-01-03 01:00:00,122,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00051,石家庄,华北,2025-01-03 02:00:00,129,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00051,石家庄,华北,2025-01-03 02:00:00,130,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00051,太原,华北,2025-01-03 02:00:00,121,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00051,太原,华北,2025-01-03 02:00:00,122,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00051,乌鲁木齐,西北,2025-01-03 02:00:00,126,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00051,乌鲁木齐,西北,2025-01-03 02:00:00,126,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00052,石家庄,华北,2025-01-03 03:00:00,130,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00052,石家庄,华北,2025-01-03 03:00:00,130,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00052,太原,华北,2025-01-03 03:00:00,123,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00052,太原,华北,2025-01-03 03:00:00,123,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00052,乌鲁木齐,西北,2025-01-03 03:00:00,129,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00052,乌鲁木齐,西北,2025-01-03 03:00:00,129,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00053,石家庄,华北,2025-01-03 04:00:00,131,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00053,石家庄,华北,2025-01-03 04:00:00,131,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00053,太原,华北,2025-01-03 04:00:00,124,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00053,太原,华北,2025-01-03 04:00:00,124,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00053,乌鲁木齐,西北,2025-01-03 04:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00053,乌鲁木齐,西北,2025-01-03 04:00:00,129,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00054,石家庄,华北,2025-01-03 05:00:00,132,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00054,石家庄,华北,2025-01-03 05:00:00,132,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00054,太原,华北,2025-01-03 05:00:00,125,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00054,太原,华北,2025-01-03 05:00:00,126,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00054,乌鲁木齐,西北,2025-01-03 05:00:00,126,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00054,乌鲁木齐,西北,2025-01-03 05:00:00,127,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00055,石家庄,华北,2025-01-03 06:00:00,133,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00055,石家庄,华北,2025-01-03 06:00:00,134,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00055,太原,华北,2025-01-03 06:00:00,126,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00055,太原,华北,2025-01-03 06:00:00,128,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00055,乌鲁木齐,西北,2025-01-03 06:00:00,123,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00056,石家庄,华北,2025-01-03 07:00:00,142,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00056,石家庄,华北,2025-01-03 07:00:00,144,91,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00056,太原,华北,2025-01-03 07:00:00,136,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00056,太原,华北,2025-01-03 07:00:00,139,90,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-005-1-00056,呼和浩特,华北,2025-01-03 07:00:00,121,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-005-2-00056,呼和浩特,华北,2025-01-03 07:00:00,123,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00056,郑州,华中,2025-01-03 07:00:00,121,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00056,西安,西北,2025-01-03 07:00:00,126,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00056,西安,西北,2025-01-03 07:00:00,128,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-1-00056,兰州,西北,2025-01-03 07:00:00,125,79,PM2.5,aqi >= 101 and pm25 >= 75
