record_id,city,region,datetime,year_month,hour,aqi,aqi_minmax,aqi_zscore,pm25_minmax,pm10_minmax,level_code,is_rush_hour,is_heavy_pollution
AQ2025-022-1-00043,佛山,华南,2025-01-02 18:00:00,2025-01,18,61,0.298611,-0.041194,0.319149,0.329193,1,1,0
AQ2025-022-2-00043,佛山,华南,2025-01-02 18:00:00,2025-01,18,70,0.361111,0.319474,0.351064,0.409938,1,1,0
AQ2025-023-1-00043,南宁,华南,2025-01-02 18:00:00,2025-01,18,57,0.270833,-0.201491,0.287234,0.267081,1,1,0
AQ2025-023-2-00043,南宁,华南,2025-01-02 18:00:00,2025-01,18,66,0.333333,0.159177,0.319149,0.347826,1,1,0
AQ2025-024-1-00043,海口,华南,2025-01-02 18:00:00,2025-01,18,50,0.222222,-0.482011,0.255319,0.217391,0,1,0
AQ2025-024-2-00043,海口,华南,2025-01-02 18:00:00,2025-01,18,58,0.277778,-0.161417,0.287234,0.291925,1,1,0
AQ2025-025-1-00043,重庆,西南,2025-01-02 18:00:00,2025-01,18,89,0.493056,1.080885,0.542553,0.503106,1,1,0
AQ2025-025-2-00043,重庆,西南,2025-01-02 18:00:00,2025-01,18,98,0.555556,1.441554,0.574468,0.583851,1,1,0
AQ2025-026-1-00043,成都,西南,2025-01-02 18:00:00,2025-01,18,94,0.527778,1.281257,0.595745,0.57764,1,1,0
AQ2025-026-2-00043,成都,西南,2025-01-02 18:00:00,2025-01,18,103,0.590278,1.641925,0.62766,0.658385,2,1,0
AQ2025-027-1-00043,贵阳,西南,2025-01-02 18:00:00,2025-01,18,58,0.277778,-0.161417,0.351064,0.335404,1,1,0
AQ2025-027-2-00043,贵阳,西南,2025-01-02 18:00:00,2025-01,18,67,0.340278,0.199252,0.382979,0.416149,1,1,0
AQ2025-028-1-00043,昆明,西南,2025-01-02 18:00:00,2025-01,18,51,0.229167,-0.441936,0.265957,0.248447,1,1,0
AQ2025-028-2-00043,昆明,西南,2025-01-02 18:00:00,2025-01,18,60,0.291667,-0.081268,0.308511,0.329193,1,1,0
AQ2025-029-1-00043,拉萨,西南,2025-01-02 18:00:00,2025-01,18,42,0.166667,-0.802605,0.191489,0.161491,0,1,0
AQ2025-029-2-00043,拉萨,西南,2025-01-02 18:00:00,2025-01,18,51,0.229167,-0.441936,0.223404,0.242236,1,1,0
AQ2025-030-1-00043,西安,西北,2025-01-02 18:00:00,2025-01,18,113,0.659722,2.042668,0.659574,0.639752,2,1,0
AQ2025-030-2-00043,西安,西北,2025-01-02 18:00:00,2025-01,18,125,0.743056,2.523559,0.712766,0.73913,2,1,0
AQ2025-031-1-00043,兰州,西北,2025-01-02 18:00:00,2025-01,18,110,0.638889,1.922445,0.659574,0.658385,2,1,0
AQ2025-031-2-00043,兰州,西北,2025-01-02 18:00:00,2025-01,18,122,0.722222,2.403336,0.712766,0.757764,2,1,0
AQ2025-032-1-00043,西宁,西北,2025-01-02 18:00:00,2025-01,18,87,0.479167,1.000737,0.531915,0.534161,1,1,0
AQ2025-032-2-00043,西宁,西北,2025-01-02 18:00:00,2025-01,18,99,0.5625,1.481628,0.585106,0.63354,1,1,0
AQ2025-033-1-00043,银川,西北,2025-01-02 18:00:00,2025-01,18,105,0.604167,1.722074,0.670213,0.627329,2,1,0
AQ2025-033-2-00043,银川,西北,2025-01-02 18:00:00,2025-01,18,116,0.680556,2.16289,0.712766,0.720497,2,1,0
AQ2025-034-1-00043,乌鲁木齐,西北,2025-01-02 18:00:00,2025-01,18,131,0.784722,2.764004,0.819149,0.751553,2,1,0
AQ2025-034-2-00043,乌鲁木齐,西北,2025-01-02 18:00:00,2025-01,18,143,0.868056,3.244895,0.87234,0.857143,2,1,0
AQ2025-035-1-00043,沈阳,东北,2025-01-02 18:00:00,2025-01,18,102,0.583333,1.601851,0.606383,0.552795,2,1,0
AQ2025-035-2-00043,沈阳,东北,2025-01-02 18:00:00,2025-01,18,114,0.666667,2.082742,0.659574,0.652174,2,1,0
AQ2025-036-1-00043,大连,东北,2025-01-02 18:00:00,2025-01,18,71,0.368056,0.359549,0.37234,0.378882,1,1,0
AQ2025-036-2-00043,大连,东北,2025-01-02 18:00:00,2025-01,18,82,0.444444,0.800366,0.425532,0.47205,1,1,0
AQ2025-037-1-00043,长春,东北,2025-01-02 18:00:00,2025-01,18,89,0.493056,1.080885,0.5,0.534161,1,1,0
AQ2025-037-2-00043,长春,东北,2025-01-02 18:00:00,2025-01,18,100,0.569444,1.521702,0.542553,0.63354,1,1,0
AQ2025-038-1-00043,哈尔滨,东北,2025-01-02 18:00:00,2025-01,18,93,0.520833,1.241182,0.553191,0.565217,1,1,0
AQ2025-038-2-00043,哈尔滨,东北,2025-01-02 18:00:00,2025-01,18,105,0.604167,1.722074,0.606383,0.670807,2,1,0
AQ2025-039-1-00043,苏州,华东,2025-01-02 18:00:00,2025-01,18,68,0.347222,0.239326,0.414894,0.36646,1,1,0
AQ2025-039-2-00043,苏州,华东,2025-01-02 18:00:00,2025-01,18,78,0.416667,0.640069,0.457447,0.453416,1,1,0
AQ2025-040-1-00043,无锡,华东,2025-01-02 18:00:00,2025-01,18,74,0.388889,0.479771,0.457447,0.372671,1,1,0
AQ2025-040-2-00043,无锡,华东,2025-01-02 18:00:00,2025-01,18,85,0.465278,0.920588,0.510638,0.465839,1,1,0
AQ2025-041-1-00043,常州,华东,2025-01-02 18:00:00,2025-01,18,83,0.451389,0.84044,0.5,0.434783,1,1,0
AQ2025-041-2-00043,常州,华东,2025-01-02 18:00:00,2025-01,18,93,0.520833,1.241182,0.542553,0.521739,1,1,0
AQ2025-042-1-00043,温州,华东,2025-01-02 18:00:00,2025-01,18,72,0.375,0.399623,0.404255,0.403727,1,1,0
AQ2025-042-2-00043,温州,华东,2025-01-02 18:00:00,2025-01,18,82,0.444444,0.800366,0.43617,0.490683,1,1,0
AQ2025-043-1-00043,绍兴,华东,2025-01-02 18:00:00,2025-01,18,77,0.409722,0.599994,0.414894,0.465839,1,1,0
AQ2025-043-2-00043,绍兴,华东,2025-01-02 18:00:00,2025-01,18,87,0.479167,1.000737,0.457447,0.552795,1,1,0
AQ2025-044-1-00043,金华,华东,2025-01-02 18:00:00,2025-01,18,71,0.368056,0.359549,0.382979,0.416149,1,1,0
AQ2025-044-2-00043,金华,华东,2025-01-02 18:00:00,2025-01,18,81,0.4375,0.760291,0.425532,0.503106,1,1,0
AQ2025-045-1-00043,泉州,华东,2025-01-02 18:00:00,2025-01,18,61,0.298611,-0.041194,0.340426,0.304348,1,1,0
AQ2025-045-2-00043,泉州,华东,2025-01-02 18:00:00,2025-01,18,71,0.368056,0.359549,0.382979,0.391304,1,1,0
AQ2025-046-1-00043,烟台,华东,2025-01-02 18:00:00,2025-01,18,67,0.340278,0.199252,0.414894,0.322981,1,1,0
AQ2025-046-2-00043,烟台,华东,2025-01-02 18:00:00,2025-01,18,77,0.409722,0.599994,0.446809,0.409938,1,1,0
AQ2025-047-1-00043,潍坊,华东,2025-01-02 18:00:00,2025-01,18,84,0.458333,0.880514,0.521277,0.453416,1,1,0
AQ2025-047-2-00043,潍坊,华东,2025-01-02 18:00:00,2025-01,18,94,0.527778,1.281257,0.56383,0.540373,1,1,0
AQ2025-048-1-00043,洛阳,华中,2025-01-02 18:00:00,2025-01,18,108,0.625,1.842296,0.659574,0.652174,2,1,0
AQ2025-048-2-00043,洛阳,华中,2025-01-02 18:00:00,2025-01,18,119,0.701389,2.283113,0.712766,0.751553,2,1,0
AQ2025-049-1-00043,宜昌,华中,2025-01-02 18:00:00,2025-01,18,82,0.444444,0.800366,0.457447,0.496894,1,1,0
AQ2025-049-2-00043,宜昌,华中,2025-01-02 18:00:00,2025-01,18,93,0.520833,1.241182,0.510638,0.590062,1,1,0
AQ2025-050-1-00043,株洲,华中,2025-01-02 18:00:00,2025-01,18,98,0.555556,1.441554,0.553191,0.571429,1,1,0
AQ2025-050-2-00043,株洲,华中,2025-01-02 18:00:00,2025-01,18,110,0.638889,1.922445,0.606383,0.670807,2,1,0
AQ2025-051-1-00043,东莞,华南,2025-01-02 18:00:00,2025-01,18,66,0.333333,0.159177,0.351064,0.322981,1,1,0
AQ2025-051-2-00043,东莞,华南,2025-01-02 18:00:00,2025-01,18,74,0.388889,0.479771,0.382979,0.397516,1,1,0
AQ2025-052-1-00043,中山,华南,2025-01-02 18:00:00,2025-01,18,59,0.284722,-0.121342,0.340426,0.273292,1,1,0
AQ2025-052-2-00043,中山,华南,2025-01-02 18:00:00,2025-01,18,68,0.347222,0.239326,0.37234,0.354037,1,1,0
AQ2025-053-1-00043,惠州,华南,2025-01-02 18:00:00,2025-01,18,53,0.243056,-0.361788,0.319149,0.273292,1,1,0
AQ2025-053-2-00043,惠州,华南,2025-01-02 18:00:00,2025-01,18,62,0.305556,-0.00112,0.351064,0.354037,1,1,0
AQ2025-054-1-00043,桂林,华南,2025-01-02 18:00:00,2025-01,18,46,0.194444,-0.642308,0.276596,0.26087,0,1,0
AQ2025-054-2-00043,桂林,华南,2025-01-02 18:00:00,2025-01,18,55,0.256944,-0.281639,0.308511,0.341615,1,1,0
AQ2025-055-1-00043,绵阳,西南,2025-01-02 18:00:00,2025-01,18,65,0.326389,0.119103,0.37234,0.378882,1,1,0
AQ2025-055-2-00043,绵阳,西南,2025-01-02 18:00:00,2025-01,18,74,0.388889,0.479771,0.404255,0.459627,1,1,0
AQ2025-056-1-00043,遵义,西南,2025-01-02 18:00:00,2025-01,18,55,0.256944,-0.281639,0.276596,0.273292,1,1,0
AQ2025-056-2-00043,遵义,西南,2025-01-02 18:00:00,2025-01,18,65,0.326389,0.119103,0.319149,0.360248,1,1,0
AQ2025-057-1-00043,大理,西南,2025-01-02 18:00:00,2025-01,18,50,0.222222,-0.482011,0.234043,0.21118,0,1,0
AQ2025-057-2-00043,大理,西南,2025-01-02 18:00:00,2025-01,18,59,0.284722,-0.121342,0.265957,0.291925,1,1,0
AQ2025-058-1-00043,宝鸡,西北,2025-01-02 18:00:00,2025-01,18,106,0.611111,1.762148,0.617021,0.590062,2,1,0
AQ2025-058-2-00043,宝鸡,西北,2025-01-02 18:00:00,2025-01,18,118,0.694444,2.243039,0.670213,0.689441,2,1,0
AQ2025-059-1-00043,嘉峪关,西北,2025-01-02 18:00:00,2025-01,18,101,0.576389,1.561776,0.617021,0.602484,2,1,0
AQ2025-059-2-00043,嘉峪关,西北,2025-01-02 18:00:00,2025-01,18,113,0.659722,2.042668,0.670213,0.701863,2,1,0
AQ2025-060-1-00043,齐齐哈尔,东北,2025-01-02 18:00:00,2025-01,18,99,0.5625,1.481628,0.62766,0.608696,1,1,0
AQ2025-060-2-00043,齐齐哈尔,东北,2025-01-02 18:00:00,2025-01,18,111,0.645833,1.962519,0.680851,0.714286,2,1,0
AQ2025-001-1-00044,北京,华北,2025-01-02 19:00:00,2025-01,19,117,0.6875,2.202965,0.691489,0.645963,2,1,0
AQ2025-001-2-00044,北京,华北,2025-01-02 19:00:00,2025-01,19,128,0.763889,2.643781,0.744681,0.73913,2,1,0
AQ2025-002-1-00044,天津,华北,2025-01-02 19:00:00,2025-01,19,106,0.611111,1.762148,0.606383,0.590062,2,1,0
AQ2025-002-2-00044,天津,华北,2025-01-02 19:00:00,2025-01,19,117,0.6875,2.202965,0.659574,0.68323,2,1,0
AQ2025-003-1-00044,石家庄,华北,2025-01-02 19:00:00,2025-01,19,132,0.791667,2.804079,0.787234,0.807453,2,1,0
AQ2025-003-2-00044,石家庄,华北,2025-01-02 19:00:00,2025-01,19,143,0.868056,3.244895,0.840426,0.89441,2,1,0
AQ2025-004-1-00044,太原,华北,2025-01-02 19:00:00,2025-01,19,119,0.701389,2.283113,0.734043,0.73913,2,1,0
AQ2025-004-2-00044,太原,华北,2025-01-02 19:00:00,2025-01,19,131,0.784722,2.764004,0.787234,0.838509,2,1,0
AQ2025-005-1-00044,呼和浩特,华北,2025-01-02 19:00:00,2025-01,19,104,0.597222,1.681999,0.659574,0.614907,2,1,0
AQ2025-005-2-00044,呼和浩特,华北,2025-01-02 19:00:00,2025-01,19,115,0.673611,2.122816,0.712766,0.701863,2,1,0
AQ2025-006-1-00044,上海,华东,2025-01-02 19:00:00,2025-01,19,75,0.395833,0.519846,0.468085,0.385093,1,1,0
AQ2025-006-2-00044,上海,华东,2025-01-02 19:00:00,2025-01,19,84,0.458333,0.880514,0.5,0.459627,1,1,0
AQ2025-007-1-00044,南京,华东,2025-01-02 19:00:00,2025-01,19,90,0.5,1.12096,0.531915,0.47205,1,1,0
AQ2025-007-2-00044,南京,华东,2025-01-02 19:00:00,2025-01,19,100,0.569444,1.521702,0.585106,0.559006,1,1,0
AQ2025-008-1-00044,杭州,华东,2025-01-02 19:00:00,2025-01,19,82,0.444444,0.800366,0.457447,0.453416,1,1,0
AQ2025-008-2-00044,杭州,华东,2025-01-02 19:00:00,2025-01,19,91,0.506944,1.161034,0.489362,0.534161,1,1,0
AQ2025-009-1-00044,宁波,华东,2025-01-02 19:00:00,2025-01,19,72,0.375,0.399623,0.382979,0.428571,1,1,0
AQ2025-009-2-00044,宁波,华东,2025-01-02 19:00:00,2025-01,19,81,0.4375,0.760291,0.414894,0.509317,1,1,0
AQ2025-010-1-00044,合肥,华东,2025-01-02 19:00:00,2025-01,19,79,0.423611,0.680143,0.446809,0.47205,1,1,0
AQ2025-010-2-00044,合肥,华东,2025-01-02 19:00:00,2025-01,19,88,0.486111,1.040811,0.489362,0.546584,1,1,0
AQ2025-011-1-00044,福州,华东,2025-01-02 19:00:00,2025-01,19,58,0.277778,-0.161417,0.340426,0.291925,1,1,0
AQ2025-011-2-00044,福州,华东,2025-01-02 19:00:00,2025-01,19,67,0.340278,0.199252,0.37234,0.372671,1,1,0
AQ2025-012-1-00044,厦门,华东,2025-01-02 19:00:00,2025-01,19,51,0.229167,-0.441936,0.308511,0.217391,1,1,0
AQ2025-012-2-00044,厦门,华东,2025-01-02 19:00:00,2025-01,19,61,0.298611,-0.041194,0.351064,0.298137,1,1,0
AQ2025-013-1-00044,南昌,华东,2025-01-02 19:00:00,2025-01,19,74,0.388889,0.479771,0.446809,0.378882,1,1,0
AQ2025-013-2-00044,南昌,华东,2025-01-02 19:00:00,2025-01,19,83,0.451389,0.84044,0.489362,0.459627,1,1,0
AQ2025-014-1-00044,济南,华东,2025-01-02 19:00:00,2025-01,19,101,0.576389,1.561776,0.595745,0.602484,2,1,0
AQ2025-014-2-00044,济南,华东,2025-01-02 19:00:00,2025-01,19,110,0.638889,1.922445,0.638298,0.677019,2,1,0
AQ2025-015-1-00044,青岛,华东,2025-01-02 19:00:00,2025-01,19,76,0.402778,0.55992,0.414894,0.459627,1,1,0
AQ2025-015-2-00044,青岛,华东,2025-01-02 19:00:00,2025-01,19,86,0.472222,0.960663,0.457447,0.546584,1,1,0
AQ2025-016-1-00044,郑州,华中,2025-01-02 19:00:00,2025-01,19,126,0.75,2.563633,0.744681,0.757764,2,1,0
AQ2025-016-2-00044,郑州,华中,2025-01-02 19:00:00,2025-01,19,136,0.819444,2.964376,0.787234,0.84472,2,1,0
AQ2025-017-1-00044,武汉,华中,2025-01-02 19:00:00,2025-01,19,99,0.5625,1.481628,0.585106,0.540373,1,1,0
AQ2025-017-2-00044,武汉,华中,2025-01-02 19:00:00,2025-01,19,109,0.631944,1.882371,0.62766,0.627329,2,1,0
AQ2025-018-1-00044,长沙,华中,2025-01-02 19:00:00,2025-01,19,88,0.486111,1.040811,0.542553,0.459627,1,1,0
AQ2025-018-2-00044,长沙,华中,2025-01-02 19:00:00,2025-01,19,98,0.555556,1.441554,0.585106,0.546584,1,1,0
AQ2025-019-1-00044,广州,华南,2025-01-02 19:00:00,2025-01,19,54,0.25,-0.321714,0.329787,0.273292,1,1,0
AQ2025-019-2-00044,广州,华南,2025-01-02 19:00:00,2025-01,19,62,0.305556,-0.00112,0.361702,0.341615,1,1,0
AQ2025-020-1-00044,深圳,华南,2025-01-02 19:00:00,2025-01,19,49,0.215278,-0.522085,0.276596,0.279503,0,1,0
AQ2025-020-2-00044,深圳,华南,2025-01-02 19:00:00,2025-01,19,57,0.270833,-0.201491,0.308511,0.347826,1,1,0
AQ2025-021-1-00044,珠海,华南,2025-01-02 19:00:00,2025-01,19,46,0.194444,-0.642308,0.234043,0.254658,0,1,0
AQ2025-021-2-00044,珠海,华南,2025-01-02 19:00:00,2025-01,19,54,0.25,-0.321714,0.255319,0.329193,1,1,0
AQ2025-022-1-00044,佛山,华南,2025-01-02 19:00:00,2025-01,19,64,0.319444,0.079029,0.329787,0.329193,1,1,0
AQ2025-022-2-00044,佛山,华南,2025-01-02 19:00:00,2025-01,19,72,0.375,0.399623,0.361702,0.403727,1,1,0
AQ2025-023-1-00044,南宁,华南,2025-01-02 19:00:00,2025-01,19,60,0.291667,-0.081268,0.308511,0.273292,1,1,0
AQ2025-023-2-00044,南宁,华南,2025-01-02 19:00:00,2025-01,19,67,0.340278,0.199252,0.329787,0.341615,1,1,0
AQ2025-024-1-00044,海口,华南,2025-01-02 19:00:00,2025-01,19,51,0.229167,-0.441936,0.276596,0.229814,1,1,0
AQ2025-024-2-00044,海口,华南,2025-01-02 19:00:00,2025-01,19,59,0.284722,-0.121342,0.308511,0.304348,1,1,0
AQ2025-025-1-00044,重庆,西南,2025-01-02 19:00:00,2025-01,19,88,0.486111,1.040811,0.553191,0.515528,1,1,0
AQ2025-025-2-00044,重庆,西南,2025-01-02 19:00:00,2025-01,19,97,0.548611,1.401479,0.585106,0.596273,1,1,0
AQ2025-026-1-00044,成都,西南,2025-01-02 19:00:00,2025-01,19,92,0.513889,1.201108,0.574468,0.565217,1,1,0
AQ2025-026-2-00044,成都,西南,2025-01-02 19:00:00,2025-01,19,100,0.569444,1.521702,0.606383,0.63354,1,1,0
AQ2025-027-1-00044,贵阳,西南,2025-01-02 19:00:00,2025-01,19,55,0.256944,-0.281639,0.308511,0.298137,1,1,0
AQ2025-027-2-00044,贵阳,西南,2025-01-02 19:00:00,2025-01,19,64,0.319444,0.079029,0.351064,0.372671,1,1,0
AQ2025-028-1-00044,昆明,西南,2025-01-02 19:00:00,2025-01,19,49,0.215278,-0.522085,0.244681,0.217391,0,1,0
AQ2025-028-2-00044,昆明,西南,2025-01-02 19:00:00,2025-01,19,58,0.277778,-0.161417,0.276596,0.291925,1,1,0
AQ2025-029-1-00044,拉萨,西南,2025-01-02 19:00:00,2025-01,19,42,0.166667,-0.802605,0.180851,0.15528,0,1,0
AQ2025-029-2-00044,拉萨,西南,2025-01-02 19:00:00,2025-01,19,51,0.229167,-0.441936,0.223404,0.236025,1,1,0
AQ2025-030-1-00044,西安,西北,2025-01-02 19:00:00,2025-01,19,117,0.6875,2.202965,0.691489,0.68323,2,1,0
AQ2025-030-2-00044,西安,西北,2025-01-02 19:00:00,2025-01,19,127,0.756944,2.603707,0.734043,0.763975,2,1,0
AQ2025-031-1-00044,兰州,西北,2025-01-02 19:00:00,2025-01,19,115,0.673611,2.122816,0.712766,0.708075,2,1,0
AQ2025-031-2-00044,兰州,西北,2025-01-02 19:00:00,2025-01,19,125,0.743056,2.523559,0.755319,0.795031,2,1,0
AQ2025-032-1-00044,西宁,西北,2025-01-02 19:00:00,2025-01,19,91,0.506944,1.161034,0.574468,0.546584,1,1,0
AQ2025-032-2-00044,西宁,西北,2025-01-02 19:00:00,2025-01,19,101,0.576389,1.561776,0.617021,0.63354,2,1,0
AQ2025-033-1-00044,银川,西北,2025-01-02 19:00:00,2025-01,19,105,0.604167,1.722074,0.659574,0.602484,2,1,0
AQ2025-033-2-00044,银川,西北,2025-01-02 19:00:00,2025-01,19,116,0.680556,2.16289,0.712766,0.689441,2,1,0
AQ2025-034-1-00044,乌鲁木齐,西北,2025-01-02 19:00:00,2025-01,19,129,0.770833,2.683856,0.787234,0.726708,2,1,0
AQ2025-034-2-00044,乌鲁木齐,西北,2025-01-02 19:00:00,2025-01,19,139,0.840278,3.084598,0.829787,0.807453,2,1,0
AQ2025-035-1-00044,沈阳,东北,2025-01-02 19:00:00,2025-01,19,98,0.555556,1.441554,0.56383,0.534161,1,1,0
AQ2025-035-2-00044,沈阳,东北,2025-01-02 19:00:00,2025-01,19,108,0.625,1.842296,0.606383,0.621118,2,1,0
AQ2025-036-1-00044,大连,东北,2025-01-02 19:00:00,2025-01,19,67,0.340278,0.199252,0.351064,0.378882,1,1,0
AQ2025-036-2-00044,大连,东北,2025-01-02 19:00:00,2025-01,19,77,0.409722,0.599994,0.393617,0.459627,1,1,0
AQ2025-037-1-00044,长春,东北,2025-01-02 19:00:00,2025-01,19,88,0.486111,1.040811,0.510638,0.534161,1,1,0
AQ2025-037-2-00044,长春,东北,2025-01-02 19:00:00,2025-01,19,98,0.555556,1.441554,0.553191,0.621118,1,1,0
AQ2025-038-1-00044,哈尔滨,东北,2025-01-02 19:00:00,2025-01,19,96,0.541667,1.361405,0.595745,0.565217,1,1,0
AQ2025-038-2-00044,哈尔滨,东北,2025-01-02 19:00:00,2025-01,19,106,0.611111,1.762148,0.638298,0.652174,2,1,0
AQ2025-039-1-00044,苏州,华东,2025-01-02 19:00:00,2025-01,19,73,0.381944,0.439697,0.457447,0.372671,1,1,0
AQ2025-039-2-00044,苏州,华东,2025-01-02 19:00:00,2025-01,19,82,0.444444,0.800366,0.489362,0.453416,1,1,0
AQ2025-040-1-00044,无锡,华东,2025-01-02 19:00:00,2025-01,19,79,0.423611,0.680143,0.478723,0.397516,1,1,0
AQ2025-040-2-00044,无锡,华东,2025-01-02 19:00:00,2025-01,19,89,0.493056,1.080885,0.521277,0.484472,1,1,0
AQ2025-041-1-00044,常州,华东,2025-01-02 19:00:00,2025-01,19,85,0.465278,0.920588,0.489362,0.47205,1,1,0
AQ2025-041-2-00044,常州,华东,2025-01-02 19:00:00,2025-01,19,94,0.527778,1.281257,0.531915,0.546584,1,1,0
AQ2025-042-1-00044,温州,华东,2025-01-02 19:00:00,2025-01,19,71,0.368056,0.359549,0.37234,0.42236,1,1,0
AQ2025-042-2-00044,温州,华东,2025-01-02 19:00:00,2025-01,19,80,0.430556,0.720217,0.414894,0.496894,1,1,0
AQ2025-043-1-00044,绍兴,华东,2025-01-02 19:00:00,2025-01,19,73,0.381944,0.439697,0.393617,0.434783,1,1,0
AQ2025-043-2-00044,绍兴,华东,2025-01-02 19:00:00,2025-01,19,82,0.444444,0.800366,0.425532,0.509317,1,1,0
AQ2025-044-1-00044,金华,华东,2025-01-02 19:00:00,2025-01,19,66,0.333333,0.159177,0.37234,0.347826,1,1,0
AQ2025-044-2-00044,金华,华东,2025-01-02 19:00:00,2025-01,19,75,0.395833,0.519846,0.414894,0.428571,1,1,0
AQ2025-045-1-00044,泉州,华东,2025-01-02 19:00:00,2025-01,19,58,0.277778,-0.161417,0.351064,0.26087,1,1,0
AQ2025-045-2-00044,泉州,华东,2025-01-02 19:00:00,2025-01,19,67,0.340278,0.199252,0.382979,0.341615,1,1,0
AQ2025-046-1-00044,烟台,华东,2025-01-02 19:00:00,2025-01,19,68,0.347222,0.239326,0.425532,0.341615,1,1,0
AQ2025-046-2-00044,烟台,华东,2025-01-02 19:00:00,2025-01,19,77,0.409722,0.599994,0.457447,0.416149,1,1,0
AQ2025-047-1-00044,潍坊,华东,2025-01-02 19:00:00,2025-01,19,88,0.486111,1.040811,0.531915,0.515528,1,1,0
AQ2025-047-2-00044,潍坊,华东,2025-01-02 19:00:00,2025-01,19,97,0.548611,1.401479,0.574468,0.590062,1,1,0
AQ2025-048-1-00044,洛阳,华中,2025-01-02 19:00:00,2025-01,19,115,0.673611,2.122816,0.680851,0.714286,2,1,0
AQ2025-048-2-00044,洛阳,华中,2025-01-02 19:00:00,2025-01,19,125,0.743056,2.523559,0.723404,0.795031,2,1,0
AQ2025-049-1-00044,宜昌,华中,2025-01-02 19:00:00,2025-01,19,87,0.479167,1.000737,0.478723,0.509317,1,1,0
AQ2025-049-2-00044,宜昌,华中,2025-01-02 19:00:00,2025-01,19,97,0.548611,1.401479,0.521277,0.590062,1,1,0
AQ2025-050-1-00044,株洲,华中,2025-01-02 19:00:00,2025-01,19,99,0.5625,1.481628,0.574468,0.540373,1,1,0
AQ2025-050-2-00044,株洲,华中,2025-01-02 19:00:00,2025-01,19,109,0.631944,1.882371,0.617021,0.627329,2,1,0
AQ2025-051-1-00044,东莞,华南,2025-01-02 19:00:00,2025-01,19,63,0.3125,0.038955,0.361702,0.291925,1,1,0
AQ2025-051-2-00044,东莞,华南,2025-01-02 19:00:00,2025-01,19,71,0.368056,0.359549,0.393617,0.36646,1,1,0
AQ2025-052-1-00044,中山,华南,2025-01-02 19:00:00,2025-01,19,55,0.256944,-0.281639,0.329787,0.273292,1,1,0
AQ2025-052-2-00044,中山,华南,2025-01-02 19:00:00,2025-01,19,62,0.305556,-0.00112,0.361702,0.341615,1,1,0
AQ2025-053-1-00044,惠州,华南,2025-01-02 19:00:00,2025-01,19,49,0.215278,-0.522085,0.297872,0.273292,0,1,0
AQ2025-053-2-00044,惠州,华南,2025-01-02 19:00:00,2025-01,19,57,0.270833,-0.201491,0.319149,0.347826,1,1,0
AQ2025-054-1-00044,桂林,华南,2025-01-02 19:00:00,2025-01,19,45,0.1875,-0.682382,0.244681,0.248447,0,1,0
AQ2025-054-2-00044,桂林,华南,2025-01-02 19:00:00,2025-01,19,53,0.243056,-0.361788,0.265957,0.322981,1,1,0
AQ2025-055-1-00044,绵阳,西南,2025-01-02 19:00:00,2025-01,19,68,0.347222,0.239326,0.361702,0.360248,1,1,0
AQ2025-055-2-00044,绵阳,西南,2025-01-02 19:00:00,2025-01,19,77,0.409722,0.599994,0.404255,0.440994,1,1,0
AQ2025-056-1-00044,遵义,西南,2025-01-02 19:00:00,2025-01,19,61,0.298611,-0.041194,0.308511,0.279503,1,1,0
AQ2025-056-2-00044,遵义,西南,2025-01-02 19:00:00,2025-01,19,70,0.361111,0.319474,0.351064,0.360248,1,1,0
AQ2025-057-1-00044,大理,西南,2025-01-02 19:00:00,2025-01,19,56,0.263889,-0.241565,0.297872,0.26087,1,1,0
AQ2025-057-2-00044,大理,西南,2025-01-02 19:00:00,2025-01,19,65,0.326389,0.119103,0.329787,0.335404,1,1,0
AQ2025-058-1-00044,宝鸡,西北,2025-01-02 19:00:00,2025-01,19,110,0.638889,1.922445,0.680851,0.652174,2,1,0
AQ2025-058-2-00044,宝鸡,西北,2025-01-02 19:00:00,2025-01,19,120,0.708333,2.323187,0.723404,0.73913,2,1,0
AQ2025-059-1-00044,嘉峪关,西北,2025-01-02 19:00:00,2025-01,19,99,0.5625,1.481628,0.62766,0.608696,1,1,0
AQ2025-059-2-00044,嘉峪关,西北,2025-01-02 19:00:00,2025-01,19,109,0.631944,1.882371,0.670213,0.695652,2,1,0
AQ2025-060-1-00044,齐齐哈尔,东北,2025-01-02 19:00:00,2025-01,19,93,0.520833,1.241182,0.574468,0.546584,1,1,0
AQ2025-060-2-00044,齐齐哈尔,东北,2025-01-02 19:00:00,2025-01,19,103,0.590278,1.641925,0.617021,0.63354,2,1,0
AQ2025-001-1-00045,北京,华北,2025-01-02 20:00:00,2025-01,20,108,0.625,1.842296,0.62766,0.583851,2,0,0
AQ2025-001-2-00045,北京,华北,2025-01-02 20:00:00,2025-01,20,117,0.6875,2.202965,0.670213,0.658385,2,0,0
AQ2025-002-1-00045,天津,华北,2025-01-02 20:00:00,2025-01,20,97,0.548611,1.401479,0.542553,0.534161,1,0,0
AQ2025-002-2-00045,天津,华北,2025-01-02 20:00:00,2025-01,20,107,0.618056,1.802222,0.595745,0.614907,2,0,0
AQ2025-003-1-00045,石家庄,华北,2025-01-02 20:00:00,2025-01,20,124,0.736111,2.483484,0.744681,0.751553,2,0,0
