city,province,region,year_month,record_count,avg_aqi,max_aqi,good_rate,avg_pm25,avg_pm10,avg_so2,avg_no2
惠州,广东省,华南,2025-09,1440,31.34,50,1.0,19.43,32.93,4.0,7.81
惠州,广东省,华南,2025-10,1488,38.31,58,1.0,23.75,40.21,5.56,9.02
惠州,广东省,华南,2025-11,1440,44.97,64,1.0,27.9,47.2,7.11,10.37
惠州,广东省,华南,2025-12,1488,50.33,68,1.0,31.18,52.85,5.52,11.51
成都,四川省,西南,2025-01,1488,87.6,106,0.9765,54.33,91.99,9.5,19.32
成都,四川省,西南,2025-02,1344,85.4,105,0.994,52.93,89.64,10.31,18.86
成都,四川省,西南,2025-03,1488,79.87,101,0.9987,49.55,83.88,7.88,17.69
成都,四川省,西南,2025-04,1440,72.4,92,1.0,44.88,76.0,8.29,16.13
成都,四川省,西南,2025-05,1488,64.67,85,1.0,40.11,67.91,8.68,14.53
成都,四川省,西南,2025-06,1440,58.9,76,1.0,36.51,61.88,6.21,13.32
成都,四川省,西南,2025-07,1488,56.99,76,1.0,35.32,59.83,7.06,12.91
成都,四川省,西南,2025-08,1488,58.75,77,1.0,36.46,61.69,8.18,13.25
成都,四川省,西南,2025-09,1440,64.63,84,1.0,40.03,67.84,6.69,14.51
成都,四川省,西南,2025-10,1488,72.36,93,1.0,44.88,76.0,8.3,16.13
成都,四川省,西南,2025-11,1440,79.64,100,1.0,49.37,83.59,9.87,17.66
成都,四川省,西南,2025-12,1488,85.63,104,0.9892,53.08,89.93,8.34,18.9
拉萨,西藏自治区,西南,2025-01,1488,46.31,65,1.0,28.73,48.67,6.22,10.65
拉萨,西藏自治区,西南,2025-02,1344,44.16,64,1.0,27.37,46.36,7.03,10.2
拉萨,西藏自治区,西南,2025-03,1488,38.5,58,1.0,23.86,40.41,4.58,9.06
拉萨,西藏自治区,西南,2025-04,1440,31.22,50,1.0,19.38,32.82,4.99,7.76
拉萨,西藏自治区,西南,2025-05,1488,24.18,44,1.0,14.99,25.36,5.37,6.99
拉萨,西藏自治区,西南,2025-06,1440,20.46,36,1.0,12.67,21.5,2.97,6.78
拉萨,西藏自治区,西南,2025-07,1488,19.67,34,1.0,12.21,20.68,3.85,6.72
拉萨,西藏自治区,西南,2025-08,1488,20.42,36,1.0,12.66,21.4,4.95,6.77
拉萨,西藏自治区,西南,2025-09,1440,24.15,43,1.0,14.98,25.4,3.38,6.99
拉萨,西藏自治区,西南,2025-10,1488,31.1,53,1.0,19.28,32.65,4.98,7.75
拉萨,西藏自治区,西南,2025-11,1440,38.38,60,1.0,23.8,40.26,6.56,9.02
拉萨,西藏自治区,西南,2025-12,1488,44.35,62,1.0,27.5,46.61,5.05,10.23
无锡,江苏省,华东,2025-01,1488,72.53,92,1.0,44.96,76.16,8.3,16.14
无锡,江苏省,华东,2025-02,1344,70.23,92,1.0,43.54,73.76,9.12,15.69
无锡,江苏省,华东,2025-03,1488,64.24,85,1.0,39.84,67.44,6.64,14.42
无锡,江苏省,华东,2025-04,1440,56.3,79,1.0,34.92,59.13,6.99,12.76
无锡,江苏省,华东,2025-05,1488,48.01,70,1.0,29.75,50.4,7.34,11.0
无锡,江苏省,华东,2025-06,1440,41.87,63,1.0,25.98,43.95,4.86,9.73
无锡,江苏省,华东,2025-07,1488,39.77,60,1.0,24.66,41.79,5.69,9.33
无锡,江苏省,华东,2025-08,1488,41.71,63,1.0,25.87,43.78,6.85,9.72
无锡,江苏省,华东,2025-09,1440,48.0,69,1.0,29.75,50.4,5.35,11.02
无锡,江苏省,华东,2025-10,1488,56.2,78,1.0,34.84,59.03,6.99,12.74
无锡,江苏省,华东,2025-11,1440,64.09,85,1.0,39.74,67.28,8.62,14.38
无锡,江苏省,华东,2025-12,1488,70.4,91,1.0,43.66,73.92,7.14,15.72
昆明,云南省,西南,2025-01,1488,53.19,70,1.0,32.99,55.86,6.75,12.1
昆明,云南省,西南,2025-02,1344,51.02,71,1.0,31.62,53.56,7.58,11.65
昆明,云南省,西南,2025-03,1488,45.41,63,1.0,28.16,47.67,5.15,10.48
昆明,云南省,西南,2025-04,1440,38.05,55,1.0,23.6,39.98,5.55,8.95
昆明,云南省,西南,2025-05,1488,30.27,51,1.0,18.76,31.74,5.91,7.62
昆明,云南省,西南,2025-06,1440,24.99,38,1.0,15.51,26.29,3.45,7.12
昆明,云南省,西南,2025-07,1488,23.65,41,1.0,14.67,24.86,4.29,6.93
昆明,云南省,西南,2025-08,1488,24.85,41,1.0,15.41,26.07,5.43,7.01
昆明,云南省,西南,2025-09,1440,30.32,52,1.0,18.79,31.88,3.91,7.67
昆明,云南省,西南,2025-10,1488,37.9,55,1.0,23.49,39.77,5.53,8.94
昆明,云南省,西南,2025-11,1440,45.31,59,1.0,28.12,47.57,7.14,10.44
昆明,云南省,西南,2025-12,1488,51.18,70,1.0,31.72,53.75,5.6,11.69
杭州,浙江省,华东,2025-01,1488,73.45,93,1.0,45.56,77.08,8.36,16.35
杭州,浙江省,华东,2025-02,1344,71.16,92,1.0,44.11,74.72,9.21,15.87
杭州,浙江省,华东,2025-03,1488,65.21,88,1.0,40.42,68.45,6.73,14.63
杭州,浙江省,华东,2025-04,1440,57.23,80,1.0,35.46,60.17,7.07,12.97
杭州,浙江省,华东,2025-05,1488,48.88,70,1.0,30.32,51.31,7.41,11.21
杭州,浙江省,华东,2025-06,1440,42.83,64,1.0,26.58,44.9,4.94,10.0
杭州,浙江省,华东,2025-07,1488,40.73,61,1.0,25.22,42.79,5.76,9.64
杭州,浙江省,华东,2025-08,1488,42.6,63,1.0,26.41,44.74,6.93,9.97
杭州,浙江省,华东,2025-09,1440,48.82,71,1.0,30.29,51.3,5.41,11.18
杭州,浙江省,华东,2025-10,1488,57.15,81,1.0,35.44,59.98,7.06,12.93
杭州,浙江省,华东,2025-11,1440,65.07,88,1.0,40.31,68.35,8.71,14.62
杭州,浙江省,华东,2025-12,1488,71.3,91,1.0,44.2,74.91,7.22,15.91
株洲,湖南省,华中,2025-01,1488,89.57,111,0.9187,55.53,94.03,9.68,19.74
株洲,湖南省,华中,2025-02,1344,87.05,110,0.9613,53.96,91.42,10.46,19.23
株洲,湖南省,华中,2025-03,1488,80.42,103,0.994,49.89,84.42,7.94,17.82
株洲,湖南省,华中,2025-04,1440,71.61,95,1.0,44.41,75.21,8.23,15.96
株洲,湖南省,华中,2025-05,1488,62.42,86,1.0,38.71,65.55,8.5,14.04
株洲,湖南省,华中,2025-06,1440,55.59,80,1.0,34.46,58.39,5.94,12.61
株洲,湖南省,华中,2025-07,1488,53.31,76,1.0,33.06,55.97,6.76,12.12
株洲,湖南省,华中,2025-08,1488,55.4,80,1.0,34.34,58.15,7.92,12.58
株洲,湖南省,华中,2025-09,1440,62.41,86,1.0,38.7,65.54,6.48,14.03
株洲,湖南省,华中,2025-10,1488,71.49,97,1.0,44.32,75.09,8.22,15.96
株洲,湖南省,华中,2025-11,1440,80.23,104,0.9951,49.76,84.21,9.91,17.77
株洲,湖南省,华中,2025-12,1488,87.24,110,0.9516,54.09,91.63,8.47,19.26
桂林,广西壮族自治区,华南,2025-01,1488,48.99,66,1.0,30.4,51.44,6.41,11.23
桂林,广西壮族自治区,华南,2025-02,1344,47.09,65,1.0,29.18,49.43,7.28,10.82
桂林,广西壮族自治区,华南,2025-03,1488,41.97,61,1.0,26.02,44.08,4.88,9.75
桂林,广西壮族自治区,华南,2025-04,1440,35.28,55,1.0,21.87,37.04,5.31,8.41
桂林,广西壮族自治区,华南,2025-05,1488,28.31,47,1.0,17.55,29.71,5.76,7.36
桂林,广西壮族自治区,华南,2025-06,1440,23.65,42,1.0,14.66,24.84,3.34,6.93
桂林,广西壮族自治区,华南,2025-07,1488,22.34,38,1.0,13.86,23.46,4.2,6.87
桂林,广西壮族自治区,华南,2025-08,1488,23.57,40,1.0,14.63,24.72,5.33,6.93
桂林,广西壮族自治区,华南,2025-09,1440,28.3,47,1.0,17.54,29.74,3.75,7.35
桂林,广西壮族自治区,华南,2025-10,1488,35.17,54,1.0,21.8,36.95,5.3,8.42
桂林,广西壮族自治区,华南,2025-11,1440,41.85,60,1.0,25.96,43.92,6.86,9.72
桂林,广西壮族自治区,华南,2025-12,1488,47.22,65,1.0,29.27,49.61,5.28,10.86
武汉,湖北省,华中,2025-01,1488,91.64,114,0.8723,56.81,96.25,9.82,20.18
武汉,湖北省,华中,2025-02,1344,89.11,113,0.9204,55.26,93.53,10.63,19.64
武汉,湖北省,华中,2025-03,1488,82.39,107,0.9933,51.08,86.5,8.08,18.24
武汉,湖北省,华中,2025-04,1440,73.68,98,1.0,45.69,77.35,8.38,16.4
武汉,湖北省,华中,2025-05,1488,64.43,88,1.0,39.94,67.69,8.66,14.47
武汉,湖北省,华中,2025-06,1440,57.63,80,1.0,35.73,60.52,6.12,13.04
武汉,湖北省,华中,2025-07,1488,55.38,78,1.0,34.31,58.16,6.93,12.55
武汉,湖北省,华中,2025-08,1488,57.44,81,1.0,35.65,60.24,8.09,13.01
武汉,湖北省,华中,2025-09,1440,64.44,90,1.0,39.94,67.68,6.66,14.47
武汉,湖北省,华中,2025-10,1488,73.51,98,1.0,45.6,77.18,8.39,16.4
武汉,湖北省,华中,2025-11,1440,82.27,107,0.9896,51.01,86.37,10.08,18.21
武汉,湖北省,华中,2025-12,1488,89.26,112,0.9194,55.33,93.77,8.65,19.67
沈阳,辽宁省,东北,2025-01,1488,96.84,119,0.6788,60.06,101.65,10.25,21.28
沈阳,辽宁省,东北,2025-02,1344,94.34,117,0.7835,58.49,99.07,11.06,20.74
沈阳,辽宁省,东北,2025-03,1488,87.8,112,0.9489,54.44,92.22,8.53,19.37
沈阳,辽宁省,东北,2025-04,1440,79.23,103,0.9986,49.13,83.2,8.85,17.56
沈阳,辽宁省,东北,2025-05,1488,70.19,94,1.0,43.52,73.67,9.11,15.69
沈阳,辽宁省,东北,2025-06,1440,63.5,86,1.0,39.37,66.7,6.58,14.26
沈阳,辽宁省,东北,2025-07,1488,61.24,83,1.0,37.97,64.35,7.39,13.78
沈阳,辽宁省,东北,2025-08,1488,63.32,86,1.0,39.27,66.45,8.57,14.25
沈阳,辽宁省,东北,2025-09,1440,70.18,95,1.0,43.49,73.71,7.11,15.68
沈阳,辽宁省,东北,2025-10,1488,79.1,104,0.9966,49.05,83.09,8.82,17.53
沈阳,辽宁省,东北,2025-11,1440,87.65,113,0.9458,54.35,92.01,10.5,19.34
沈阳,辽宁省,东北,2025-12,1488,94.54,118,0.7634,58.61,99.25,9.07,20.78
泉州,福建省,华东,2025-01,1488,62.38,82,1.0,38.67,65.52,7.5,14.04
泉州,福建省,华东,2025-02,1344,60.1,80,1.0,37.26,63.1,8.31,13.56
泉州,福建省,华东,2025-03,1488,54.13,75,1.0,33.55,56.86,5.82,12.31
泉州,福建省,华东,2025-04,1440,46.19,68,1.0,28.64,48.47,6.19,10.64
泉州,福建省,华东,2025-05,1488,37.89,60,1.0,23.49,39.79,6.53,9.1
泉州,福建省,华东,2025-06,1440,31.78,54,1.0,19.72,33.39,4.05,8.14
泉州,福建省,华东,2025-07,1488,29.74,50,1.0,18.43,31.24,4.86,7.86
泉州,福建省,华东,2025-08,1488,31.63,54,1.0,19.6,33.2,6.02,8.1
泉州,福建省,华东,2025-09,1440,37.86,61,1.0,23.46,39.75,4.53,9.06
泉州,福建省,华东,2025-10,1488,46.11,70,1.0,28.58,48.44,6.19,10.63
泉州,福建省,华东,2025-11,1440,53.94,76,1.0,33.45,56.61,7.82,12.26
泉州,福建省,华东,2025-12,1488,60.31,81,1.0,37.37,63.36,6.31,13.6
洛阳,河南省,华中,2025-01,1488,108.95,131,0.1411,67.55,114.38,11.21,23.82
洛阳,河南省,华中,2025-02,1344,106.43,130,0.2329,65.98,111.77,12.01,23.29
洛阳,河南省,华中,2025-03,1488,99.75,125,0.5397,61.85,104.74,9.49,21.89
洛阳,河南省,华中,2025-04,1440,91.02,115,0.8708,56.43,95.58,9.78,20.05
洛阳,河南省,华中,2025-05,1488,81.74,105,0.9913,50.7,85.82,10.02,18.08
洛阳,河南省,华中,2025-06,1440,75.0,99,1.0,46.49,78.75,7.5,16.68
洛阳,河南省,华中,2025-07,1488,72.66,95,1.0,45.08,76.31,8.3,16.18
洛阳,河南省,华中,2025-08,1488,74.79,98,1.0,46.39,78.5,9.49,16.63
洛阳,河南省,华中,2025-09,1440,81.78,108,0.9924,50.67,85.9,8.03,18.1
洛阳,河南省,华中,2025-10,1488,90.89,116,0.8696,56.37,95.43,9.77,20.01
洛阳,河南省,华中,2025-11,1440,99.61,125,0.5465,61.77,104.57,11.47,21.85
洛阳,河南省,华中,2025-12,1488,106.62,131,0.2224,66.1,111.95,10.03,23.32
济南,山东省,华东,2025-01,1488,97.38,117,0.6667,60.36,102.29,10.29,21.39
济南,山东省,华东,2025-02,1344,95.08,115,0.7872,58.95,99.81,11.13,20.91
济南,山东省,华东,2025-03,1488,89.11,110,0.918,55.23,93.6,8.63,19.64
济南,山东省,华东,2025-04,1440,81.19,102,0.9972,50.32,85.25,9.0,17.97
济南,山东省,华东,2025-05,1488,72.81,96,1.0,45.15,76.41,9.32,16.22
济南,山东省,华东,2025-06,1440,66.69,85,1.0,41.34,70.04,6.86,14.95
济南,山东省,华东,2025-07,1488,64.62,85,1.0,40.06,67.86,7.68,14.5
济南,山东省,华东,2025-08,1488,66.57,88,1.0,41.26,69.91,8.82,14.93
济南,山东省,华东,2025-09,1440,72.87,95,1.0,45.15,76.56,7.33,16.22
济南,山东省,华东,2025-10,1488,81.06,101,0.996,50.25,85.1,8.96,17.96
济南,山东省,华东,2025-11,1440,88.88,112,0.9431,55.13,93.28,10.6,19.6
济南,山东省,华东,2025-12,1488,95.21,114,0.748,59.05,99.95,9.11,20.94
海口,海南省,华南,2025-01,1488,43.57,60,1.0,27.02,45.73,6.0,10.14
海口,海南省,华南,2025-02,1344,41.61,59,1.0,25.8,43.71,6.84,9.76
海口,海南省,华南,2025-03,1488,36.51,54,1.0,22.64,38.35,4.42,8.89
海口,海南省,华南,2025-04,1440,29.87,48,1.0,18.51,31.33,4.88,7.96
海口,海南省,华南,2025-05,1488,23.51,40,1.0,14.59,24.72,5.32,7.19
海口,海南省,华南,2025-06,1440,20.23,34,1.0,12.52,21.23,2.95,6.85
海口,海南省,华南,2025-07,1488,19.45,32,1.0,12.08,20.47,3.84,6.73
海口,海南省,华南,2025-08,1488,20.14,35,1.0,12.49,21.11,4.94,6.83
海口,海南省,华南,2025-09,1440,23.52,42,1.0,14.59,24.72,3.31,7.21
海口,海南省,华南,2025-10,1488,29.73,49,1.0,18.42,31.21,4.87,7.95
海口,海南省,华南,2025-11,1440,36.41,56,1.0,22.6,38.2,6.4,8.87
海口,海南省,华南,2025-12,1488,41.72,59,1.0,25.84,43.82,4.86,9.78
深圳,广东省,华南,2025-01,1488,52.92,69,1.0,32.8,55.55,6.74,12.03
深圳,广东省,华南,2025-02,1344,50.95,68,1.0,31.6,53.51,7.57,11.63
深圳,广东省,华南,2025-03,1488,45.9,64,1.0,28.46,48.15,5.17,10.6
深圳,广东省,华南,2025-04,1440,39.16,58,1.0,24.27,41.12,5.65,9.27
深圳,广东省,华南,2025-05,1488,32.14,51,1.0,19.93,33.71,6.06,8.2
深圳,广东省,华南,2025-06,1440,27.06,46,1.0,16.76,28.45,3.66,7.54
深圳,广东省,华南,2025-07,1488,25.43,42,1.0,15.78,26.69,4.51,7.34
深圳,广东省,华南,2025-08,1488,26.89,44,1.0,16.68,28.24,5.62,7.53
深圳,广东省,华南,2025-09,1440,32.14,51,1.0,19.92,33.74,4.08,8.17
深圳,广东省,华南,2025-10,1488,39.06,57,1.0,24.21,41.04,5.63,9.25
深圳,广东省,华南,2025-11,1440,45.74,63,1.0,28.37,47.99,7.17,10.56
深圳,广东省,华南,2025-12,1488,51.12,69,1.0,31.68,53.7,5.58,11.65
温州,浙江省,华东,2025-01,1488,63.34,82,1.0,39.26,66.52,7.58,14.23
温州,浙江省,华东,2025-02,1344,61.05,79,1.0,37.86,64.1,8.38,13.76
温州,浙江省,华东,2025-03,1488,55.02,77,1.0,34.12,57.74,5.9,12.51
温州,浙江省,华东,2025-04,1440,47.14,70,1.0,29.21,49.51,6.28,10.82
温州,浙江省,华东,2025-05,1488,38.79,61,1.0,24.07,40.7,6.6,9.11
温州,浙江省,华东,2025-06,1440,32.67,54,1.0,20.25,34.33,4.11,8.0
温州,浙江省,华东,2025-07,1488,30.66,50,1.0,19.01,32.2,4.94,7.67
温州,浙江省,华东,2025-08,1488,32.5,54,1.0,20.16,34.08,6.09,7.98
温州,浙江省,华东,2025-09,1440,38.81,62,1.0,24.05,40.79,4.6,9.12
温州,浙江省,华东,2025-10,1488,47.03,68,1.0,29.17,49.37,6.27,10.8
温州,浙江省,华东,2025-11,1440,54.85,73,1.0,34.0,57.58,7.89,12.45
温州,浙江省,华东,2025-12,1488,61.22,82,1.0,37.94,64.31,6.39,13.78
潍坊,山东省,华东,2025-01,1488,88.14,108,0.9644,54.64,92.55,9.55,19.45
潍坊,山东省,华东,2025-02,1344,85.88,107,0.9844,53.24,90.17,10.37,18.97
潍坊,山东省,华东,2025-03,1488,79.87,102,0.9993,49.52,83.87,7.89,17.7
潍坊,山东省,华东,2025-04,1440,71.97,94,1.0,44.61,75.55,8.27,16.04
潍坊,山东省,华东,2025-05,1488,63.63,85,1.0,39.46,66.81,8.6,14.3
潍坊,山东省,华东,2025-06,1440,57.52,80,1.0,35.65,60.38,6.09,13.03
潍坊,山东省,华东,2025-07,1488,55.45,76,1.0,34.37,58.26,6.94,12.58
潍坊,山东省,华东,2025-08,1488,57.31,79,1.0,35.54,60.13,8.07,12.95
潍坊,山东省,华东,2025-09,1440,63.67,85,1.0,39.46,66.89,6.59,14.31
潍坊,山东省,华东,2025-10,1488,71.83,95,1.0,44.54,75.4,8.25,16.01
潍坊,山东省,华东,2025-11,1440,79.74,102,0.9986,49.46,83.71,9.87,17.68
潍坊,山东省,华东,2025-12,1488,86.04,107,0.9798,53.35,90.33,8.37,19.0
烟台,山东省,华东,2025-01,1488,71.6,91,1.0,44.38,75.18,8.23,15.98
烟台,山东省,华东,2025-02,1344,69.31,89,1.0,42.98,72.76,9.06,15.49
烟台,山东省,华东,2025-03,1488,63.32,85,1.0,39.25,66.5,6.57,14.23
烟台,山东省,华东,2025-04,1440,55.39,78,1.0,34.36,58.13,6.93,12.57
烟台,山东省,华东,2025-05,1488,47.09,69,1.0,29.19,49.47,7.27,10.86
烟台,山东省,华东,2025-06,1440,40.93,63,1.0,25.39,42.96,4.78,9.67
烟台,山东省,华东,2025-07,1488,38.9,59,1.0,24.12,40.88,5.63,9.3
烟台,山东省,华东,2025-08,1488,40.77,61,1.0,25.28,42.78,6.77,9.61
烟台,山东省,华东,2025-09,1440,47.09,69,1.0,29.18,49.46,5.27,10.85
烟台,山东省,华东,2025-10,1488,55.3,77,1.0,34.29,58.07,6.91,12.53
烟台,山东省,华东,2025-11,1440,63.15,85,1.0,39.17,66.28,8.54,14.18
烟台,山东省,华东,2025-12,1488,69.49,90,1.0,43.07,73.0,7.07,15.53
珠海,广东省,华南,2025-01,1488,49.01,66,1.0,30.39,51.43,6.42,11.24
珠海,广东省,华南,2025-02,1344,47.05,65,1.0,29.18,49.43,7.26,10.84
珠海,广东省,华南,2025-03,1488,42.01,61,1.0,26.03,44.09,4.87,9.84
珠海,广东省,华南,2025-04,1440,35.27,55,1.0,21.88,37.06,5.31,8.69
珠海,广东省,华南,2025-05,1488,28.35,47,1.0,17.58,29.73,5.76,7.78
珠海,广东省,华南,2025-06,1440,23.65,41,1.0,14.66,24.87,3.34,7.22
珠海,广东省,华南,2025-07,1488,22.36,38,1.0,13.86,23.44,4.21,7.08
珠海,广东省,华南,2025-08,1488,23.54,39,1.0,14.62,24.71,5.33,7.22
珠海,广东省,华南,2025-09,1440,28.3,47,1.0,17.51,29.72,3.74,7.77
珠海,广东省,华南,2025-10,1488,35.16,54,1.0,21.81,36.96,5.29,8.69
珠海,广东省,华南,2025-11,1440,41.88,59,1.0,25.95,43.92,6.86,9.83
珠海,广东省,华南,2025-12,1488,47.2,63,1.0,29.26,49.59,5.27,10.85
石家庄,河北省,华北,2025-01,1488,137.67,162,0.0,85.37,144.57,13.51,29.84
石家庄,河北省,华北,2025-02,1344,134.84,160,0.0,83.57,141.55,14.3,29.24
石家庄,河北省,华北,2025-03,1488,127.5,154,0.0,79.07,133.88,11.7,27.71
石家庄,河北省,华北,2025-04,1440,117.87,145,0.0257,73.05,123.63,11.93,25.64
石家庄,河北省,华北,2025-05,1488,107.48,135,0.2164,66.63,112.87,12.09,23.52
石家庄,河北省,华北,2025-06,1440,100.2,126,0.5208,62.18,105.18,9.52,21.93
石家庄,河北省,华北,2025-07,1488,97.44,121,0.6371,60.39,102.31,10.3,21.4
石家庄,河北省,华北,2025-08,1488,99.75,126,0.5222,61.83,104.72,11.48,21.89
石家庄,河北省,华北,2025-09,1440,107.58,136,0.2236,66.75,113.06,10.1,23.54
石家庄,河北省,华北,2025-10,1488,117.66,145,0.0242,72.95,123.52,11.91,25.63
石家庄,河北省,华北,2025-11,1440,127.11,155,0.0,78.79,133.56,13.67,27.65
石家庄,河北省,华北,2025-12,1488,135.13,160,0.0,83.79,141.88,12.31,29.31
福州,福建省,华东,2025-01,1488,61.5,77,1.0,38.12,64.57,7.41,13.87
福州,福建省,华东,2025-02,1344,59.23,77,1.0,36.69,62.26,8.24,13.37
福州,福建省,华东,2025-03,1488,53.15,74,1.0,32.97,55.77,5.75,12.09
福州,福建省,华东,2025-04,1440,45.28,68,1.0,28.09,47.49,6.12,10.51
福州,福建省,华东,2025-05,1488,37.0,58,1.0,22.92,38.85,6.45,9.04
福州,福建省,华东,2025-06,1440,30.91,50,1.0,19.14,32.52,3.96,8.15
福州,福建省,华东,2025-07,1488,28.84,46,1.0,17.89,30.29,4.79,7.91
福州,福建省,华东,2025-08,1488,30.68,52,1.0,19.06,32.16,5.95,8.15
福州,福建省,华东,2025-09,1440,36.98,59,1.0,22.92,38.83,4.47,9.05
福州,福建省,华东,2025-10,1488,45.21,67,1.0,28.02,47.5,6.11,10.51
福州,福建省,华东,2025-11,1440,53.02,72,1.0,32.87,55.69,7.73,12.05
福州,福建省,华东,2025-12,1488,59.31,76,1.0,36.77,62.26,6.24,13.39
绍兴,浙江省,华东,2025-01,1488,69.76,90,1.0,43.24,73.26,8.09,15.59
绍兴,浙江省,华东,2025-02,1344,67.48,85,1.0,41.85,70.84,8.92,15.11
绍兴,浙江省,华东,2025-03,1488,61.47,84,1.0,38.11,64.55,6.42,13.85
绍兴,浙江省,华东,2025-04,1440,53.6,77,1.0,33.24,56.28,6.78,12.17
绍兴,浙江省,华东,2025-05,1488,45.22,66,1.0,28.05,47.46,7.13,10.44
绍兴,浙江省,华东,2025-06,1440,39.12,59,1.0,24.24,41.13,4.63,9.19
绍兴,浙江省,华东,2025-07,1488,37.04,56,1.0,22.97,38.88,5.46,8.79
绍兴,浙江省,华东,2025-08,1488,38.92,60,1.0,24.14,40.85,6.62,9.16
绍兴,浙江省,华东,2025-09,1440,45.26,64,1.0,28.04,47.57,5.13,10.44
绍兴,浙江省,华东,2025-10,1488,53.43,77,1.0,33.14,56.08,6.77,12.16
绍兴,浙江省,华东,2025-11,1440,61.33,84,1.0,38.02,64.39,8.4,13.82
绍兴,浙江省,华东,2025-12,1488,67.66,88,1.0,41.95,71.05,6.92,15.14
绵阳,四川省,西南,2025-01,1488,69.5,88,1.0,43.09,72.98,8.06,15.51
绵阳,四川省,西南,2025-02,1344,67.38,87,1.0,41.77,70.73,8.91,15.08
绵阳,四川省,西南,2025-03,1488,61.75,83,1.0,38.29,64.85,6.45,13.91
绵阳,四川省,西南,2025-04,1440,54.38,76,1.0,33.73,57.11,6.85,12.35
绵阳,四川省,西南,2025-05,1488,46.58,68,1.0,28.89,48.89,7.23,10.72
绵阳,四川省,西南,2025-06,1440,40.86,62,1.0,25.31,42.9,4.78,9.52
绵阳,四川省,西南,2025-07,1488,38.93,57,1.0,24.13,40.86,5.64,9.12
绵阳,四川省,西南,2025-08,1488,40.69,61,1.0,25.23,42.7,6.76,9.48
绵阳,四川省,西南,2025-09,1440,46.59,67,1.0,28.86,48.93,5.24,10.72
绵阳,四川省,西南,2025-10,1488,54.25,76,1.0,33.64,56.98,6.83,12.33
绵阳,四川省,西南,2025-11,1440,61.62,83,1.0,38.22,64.7,8.42,13.86
绵阳,四川省,西南,2025-12,1488,67.54,87,1.0,41.87,70.91,6.92,15.12
苏州,江苏省,华东,2025-01,1488,70.68,91,1.0,43.83,74.2,8.17,15.76
苏州,江苏省,华东,2025-02,1344,68.36,89,1.0,42.4,71.79,8.98,15.29
苏州,江苏省,华东,2025-03,1488,62.42,84,1.0,38.71,65.51,6.49,14.05
苏州,江苏省,华东,2025-04,1440,54.48,77,1.0,33.77,57.2,6.85,12.37
苏州,江苏省,华东,2025-05,1488,46.15,68,1.0,28.6,48.48,7.2,10.64
苏州,江苏省,华东,2025-06,1440,40.04,61,1.0,24.82,42.03,4.71,9.43
苏州,江苏省,华东,2025-07,1488,37.95,58,1.0,23.54,39.84,5.54,9.03
苏州,江苏省,华东,2025-08,1488,39.84,60,1.0,24.69,41.82,6.69,9.37
苏州,江苏省,华东,2025-09,1440,46.2,70,1.0,28.63,48.49,5.2,10.63
苏州,江苏省,华东,2025-10,1488,54.35,78,1.0,33.72,57.07,6.85,12.35
苏州,江苏省,华东,2025-11,1440,62.24,85,1.0,38.59,65.33,8.47,14.0
苏州,江苏省,华东,2025-12,1488,68.6,89,1.0,42.52,72.02,7.0,15.35
西宁,青海省,西北,2025-01,1488,81.45,104,0.9899,50.52,85.54,9.02,18.05
西宁,青海省,西北,2025-02,1344,78.77,103,0.997,48.81,82.72,9.79,17.46
西宁,青海省,西北,2025-03,1488,71.91,98,1.0,44.58,75.49,7.26,16.05
西宁,青海省,西北,2025-04,1440,62.76,90,1.0,38.9,65.89,7.52,14.1
西宁,青海省,西北,2025-05,1488,53.19,76,1.0,32.97,55.87,7.75,12.11
西宁,青海省,西北,2025-06,1440,46.13,72,1.0,28.6,48.46,5.19,10.66
西宁,青海省,西北,2025-07,1488,43.7,67,1.0,27.09,45.86,6.01,10.17
西宁,青海省,西北,2025-08,1488,45.92,71,1.0,28.51,48.24,7.19,10.59
西宁,青海省,西北,2025-09,1440,53.19,78,1.0,32.96,55.86,5.75,12.12
西宁,青海省,西北,2025-10,1488,62.62,88,1.0,38.8,65.73,7.51,14.07
西宁,青海省,西北,2025-11,1440,71.71,97,1.0,44.47,75.29,9.25,15.99
西宁,青海省,西北,2025-12,1488,79.03,103,0.9987,49.0,83.01,7.81,17.52
西安,陕西省,西北,2025-01,1488,117.5,137,0.0134,72.86,123.4,11.9,25.59
西安,陕西省,西北,2025-02,1344,114.85,134,0.0335,71.21,120.59,12.69,25.05
西安,陕西省,西北,2025-03,1488,107.89,130,0.2171,66.88,113.26,10.14,23.61
西安,陕西省,西北,2025-04,1440,98.83,121,0.5611,61.28,103.77,10.41,21.67
西安,陕西省,西北,2025-05,1488,89.25,111,0.914,55.34,93.71,10.64,19.69
西安,陕西省,西北,2025-06,1440,82.14,104,0.9938,50.9,86.24,8.06,18.17
西安,陕西省,西北,2025-07,1488,79.79,99,1.0,49.48,83.82,8.88,17.68
西安,陕西省,西北,2025-08,1488,81.94,104,0.9946,50.81,86.0,10.05,18.15
西安,陕西省,西北,2025-09,1440,89.22,113,0.9201,55.29,93.7,8.64,19.67
西安,陕西省,西北,2025-10,1488,98.72,120,0.5632,61.23,103.69,10.39,21.66
西安,陕西省,西北,2025-11,1440,107.73,129,0.2167,66.79,113.07,12.12,23.57
